111
1	0.050000
2	0.050000
3	0.050000
4	0.050000
5	0.050000
6	0.050000
7	0.050000
8	0.050000
9	0.050000
10	0.050000
11	0.050000
12	0.050000
13	0.050000
14	0.050000
15	0.050000
16	0.050000
17	0.050000
18	0.000000
19	0.050000
20	0.050000
21	0.050000
22	0.050000
23	0.050000
24	0.050000
25	0.050000
26	0.050000
27	0.050000
28	0.050000
29	0.050000
30	0.050000
31	0.050000
32	0.050000
33	0.050000
34	0.050000
35	0.050000
36	0.050000
37	0.050000
38	0.050000
39	0.050000
40	0.050000
41	0.050000
42	0.050000
43	0.050000
44	0.050000
45	0.050000
46	0.050000
47	0.050000
48	0.050000
49	0.050000
50	0.050000
51	0.050000
52	0.050000
53	0.050000
54	0.050000
55	0.050000
56	0.050000
57	0.050000
58	0.050000
59	0.050000
60	0.050000
61	0.050000
62	0.050000
63	0.050000
64	0.050000
65	0.050000
66	0.050000
67	0.050000
68	0.050000
69	0.050000
70	0.050000
71	0.050000
72	0.050000
73	0.050000
74	0.050000
75	0.050000
76	0.050000
77	0.050000
78	0.050000
79	0.050000
80	0.050000
81	0.050000
82	0.050000
83	0.050000
84	0.050000
85	0.050000
86	0.050000
87	0.050000
88	0.050000
89	0.050000
90	0.050000
91	0.050000
92	0.050000
93	0.050000
94	0.050000
95	0.050000
96	0.050000
97	0.050000
98	0.050000
99	0.050000
100	0.050000
101	0.050000
102	0.050000
103	0.050000
104	0.050000
105	0.050000
106	0.050000
107	0.050000
108	0.050000
109	0.050000
110	0.050000
192	0.050000
