111
1	0.100000
2	0.100000
3	0.100000
4	0.100000
5	0.100000
6	0.100000
7	0.100000
8	0.100000
9	0.100000
10	0.100000
11	0.100000
12	0.100000
13	0.100000
14	0.100000
15	0.100000
16	0.100000
17	0.100000
18	0.100000
19	0.100000
20	0.100000
21	0.100000
22	0.100000
23	0.100000
24	0.100000
25	0.100000
26	0.100000
27	0.100000
28	0.100000
29	0.100000
30	0.100000
31	0.100000
32	0.100000
33	0.100000
34	0.100000
35	0.100000
36	0.100000
37	0.100000
38	0.100000
39	0.100000
40	0.100000
41	0.100000
42	0.100000
43	0.100000
44	0.100000
45	0.100000
46	0.100000
47	0.100000
48	0.100000
49	0.100000
50	0.100000
51	0.100000
52	0.100000
53	0.100000
54	0.100000
55	0.100000
56	0.100000
57	0.100000
58	0.100000
59	0.100000
60	0.100000
61	0.100000
62	0.100000
63	0.100000
64	0.100000
65	0.100000
66	0.100000
67	0.100000
68	0.100000
69	0.100000
70	0.100000
71	0.100000
72	0.100000
73	0.100000
74	0.100000
75	0.100000
76	0.100000
77	0.100000
78	0.100000
79	0.100000
80	0.100000
81	0.100000
82	0.100000
83	0.100000
84	0.100000
85	0.100000
86	0.100000
87	0.100000
88	0.100000
89	0.100000
90	0.100000
91	0.100000
92	0.100000
93	0.100000
94	0.100000
95	0.100000
96	0.100000
97	0.100000
98	0.100000
99	0.100000
100	0.100000
101	0.100000
102	0.100000
103	0.100000
104	0.100000
105	0.100000
106	0.100000
107	0.100000
108	0.100000
109	0.100000
110	0.100000
192	0.100000
